"Property","contrast","estimate","SE","df","t.ratio","p.value"
"P","Control Pre - Control Post",-5,15.2799344932097,20.0000000000005,-0.327226533740833,0.999972237262942
"P","Control Pre - Fill Sand Post",-14.6666666666667,15.5578668725119,38.8550843204479,-0.942717069560495,0.979594088456421
"P","Control Pre - Preemergent Post",-2.66666666666669,15.5578668725119,38.855084320448,-0.171403103556455,0.999999729725541
"P","Control Pre - Soil Inversion Post",-4.83333333333336,15.5578668725119,38.8550843204479,-0.310668125196074,0.999983599879716
"P","Fill Sand Pre - Preemergent Pre",-15.3333333333333,15.5578668725119,38.8550843204481,-0.985567845449608,0.973869679315323
"P","Fill Sand Pre - Soil Inversion Pre",-1.50000000000001,15.5578668725119,38.8550843204481,-0.0964142457505056,0.999999995100515
"P","Fill Sand Pre - Control Post",-8.83333333333331,15.5578668725119,38.8550843204484,-0.567772780530751,0.999076071556721
"P","Fill Sand Pre - Fill Sand Post",-18.5,15.2799344932097,20,-1.21073817484108,0.919339565782627
"P","Fill Sand Pre - Preemergent Post",-6.50000000000001,15.5578668725119,38.855084320448,-0.417795064918856,0.99987787309304
"P","Fill Sand Pre - Soil Inversion Post",-8.66666666666667,15.5578668725119,38.8550843204481,-0.557060086558474,0.999183286064891
"P","Preemergent Pre - Soil Inversion Pre",13.8333333333333,15.5578668725119,38.8550843204481,0.889153599699102,0.98537117446365
"P","Preemergent Pre - Control Post",6.50000000000002,15.5578668725119,38.8550843204483,0.417795064918857,0.99987787309304
"P","Preemergent Pre - Fill Sand Post",-3.16666666666666,15.5578668725119,38.855084320448,-0.203541185473288,0.999999109250031
"P","Preemergent Pre - Preemergent Post",8.83333333333333,15.2799344932097,20,0.578100209608806,0.998797955079495
"P","Preemergent Pre - Soil Inversion Post",6.66666666666666,15.5578668725119,38.855084320448,0.428507758891133,0.999855302319689
"P","Soil Inversion Pre - Control Post",-7.33333333333331,15.5578668725119,38.8550843204484,-0.471358534780245,0.999727014342104
"P","Soil Inversion Pre - Fill Sand Post",-17,15.5578668725119,38.855084320448,-1.09269478517239,0.954571878161017
"P","Soil Inversion Pre - Preemergent Post",-5,15.5578668725119,38.855084320448,-0.32138081916835,0.999979326735111
"P","Soil Inversion Pre - Soil Inversion Post",-7.16666666666667,15.2799344932097,20,-0.469024698361861,0.999690316871787
"P","Control Post - Fill Sand Post",-9.66666666666668,15.5578668725119,38.8550843204484,-0.621336250392145,0.998352341383478
"P","Control Post - Preemergent Post",2.33333333333331,15.5578668725119,38.8550843204484,0.149977715611895,0.999999893235515
"P","Control Post - Soil Inversion Post",0.166666666666639,15.5578668725119,38.8550843204484,0.0107126939722766,1
"P","Fill Sand Post - Preemergent Post",12,15.5578668725119,38.8550843204481,0.77131396600404,0.993683480946942
"P","Fill Sand Post - Soil Inversion Post",9.83333333333332,15.5578668725119,38.8550843204481,0.632048944364421,0.99816328098587
"P","Preemergent Post - Soil Inversion Post",-2.16666666666667,15.5578668725119,38.855084320448,-0.139265021639619,0.999999936278036
"K","Control Pre - Fill Sand Pre",-0.166666666666649,2.26832518508682,38.9743589743589,-0.0734756496830368,0.999999999266602
"K","Control Pre - Preemergent Pre",-0.499999999999982,2.26832518508682,38.974358974359,-0.220426949049126,0.999998454325599
"K","Control Pre - Soil Inversion Pre",0.333333333333351,2.26832518508682,38.974358974359,0.146951299366097,0.999999907419237
"K","Control Pre - Control Post",-2.33333333333331,2.26832518508682,19.9999999999999,-1.02865909556262,0.964133234394124
"K","Control Pre - Fill Sand Post",-1.83333333333332,2.26832518508682,38.974358974359,-0.808232146513484,0.991640714823819
"K","Control Pre - Preemergent Post",-1.66666666666665,2.26832518508682,38.974358974359,-0.734756496830439,0.995301736905863
"K","Control Pre - Soil Inversion Post",-0.166666666666649,2.26832518508682,38.974358974359,-0.0734756496830368,0.999999999266602
"K","Fill Sand Pre - Preemergent Pre",-0.333333333333333,2.26832518508682,38.9743589743591,-0.146951299366089,0.999999907419237
"K","Fill Sand Pre - Soil Inversion Pre",0.5,2.26832518508682,38.974358974359,0.220426949049134,0.999998454325599
"K","Fill Sand Pre - Control Post",-2.16666666666667,2.26832518508682,38.9743589743591,-0.955183445879581,0.978042621710124
"K","Fill Sand Pre - Fill Sand Post",-1.66666666666667,2.26832518508682,20,-0.734756496830447,0.994666442404202
"K","Fill Sand Pre - Preemergent Post",-1.5,2.26832518508682,38.974358974359,-0.661280847147403,0.997557514057103
"K","Fill Sand Pre - Soil Inversion Post",-2.77555756156289e-17,2.26832518508682,38.9743589743591,-1.22361537041113e-17,1
"K","Preemergent Pre - Soil Inversion Pre",0.833333333333333,2.26832518508682,38.974358974359,0.367378248415224,0.999948697316503
"K","Preemergent Pre - Control Post",-1.83333333333333,2.26832518508682,38.974358974359,-0.808232146513492,0.991640714823819
"K","Preemergent Pre - Fill Sand Post",-1.33333333333333,2.26832518508682,38.9743589743589,-0.587805197464358,0.998845177548586
"K","Preemergent Pre - Preemergent Post",-1.16666666666667,2.26832518508682,20,-0.514329547781313,0.999433839379347
"K","Preemergent Pre - Soil Inversion Post",0.333333333333333,2.26832518508682,38.974358974359,0.146951299366089,0.999999907419237
"K","Soil Inversion Pre - Control Post",-2.66666666666667,2.26832518508682,38.974358974359,-1.17561039492872,0.934101225768831
"K","Soil Inversion Pre - Fill Sand Post",-2.16666666666667,2.26832518508682,38.9743589743589,-0.955183445879581,0.978042621710124
"K","Soil Inversion Pre - Preemergent Post",-2,2.26832518508682,38.974358974359,-0.881707796196537,0.986068823113745
"K","Soil Inversion Pre - Soil Inversion Post",-0.5,2.26832518508682,20,-0.220426949049134,0.999998150489829
"K","Control Post - Fill Sand Post",0.5,2.26832518508682,38.9743589743591,0.220426949049134,0.999998454325599
"K","Control Post - Preemergent Post",0.666666666666666,2.26832518508682,38.974358974359,0.293902598732179,0.999988787961243
"K","Control Post - Soil Inversion Post",2.16666666666667,2.26832518508682,38.9743589743591,0.955183445879581,0.978042621710124
"K","Fill Sand Post - Preemergent Post",0.166666666666667,2.26832518508682,38.974358974359,0.0734756496830447,0.999999999266602
"K","Fill Sand Post - Soil Inversion Post",1.66666666666667,2.26832518508682,38.974358974359,0.734756496830447,0.995301736905863
"K","Preemergent Post - Soil Inversion Post",1.5,2.26832518508682,38.974358974359,0.661280847147403,0.997557514057103
"Ca","Control Pre - Fill Sand Pre",64.1666666666672,56.838447645213,35.8751364456225,1.12893066797315,0.94590234633575
"Ca","Control Pre - Preemergent Pre",5.50000000000044,56.838447645213,35.8751364456226,0.0967654858262769,0.999999994889311
"Ca","Control Pre - Soil Inversion Pre",24.5000000000005,56.838447645213,35.8751364456226,0.431046255044298,0.99984720100551
"Ca","Control Pre - Control Post",-4,48.5828903875686,19.9999999999995,-0.0823335122321895,0.99999999804553
"Ca","Control Pre - Fill Sand Post",77.5000000000005,56.838447645213,35.8751364456226,1.36351366391562,0.867348964229744
"Ca","Control Pre - Preemergent Post",-53.3333333333329,56.838447645213,35.8751364456226,-0.938331983769874,0.9799416075062
"Ca","Control Pre - Soil Inversion Post",-19.9999999999995,56.838447645213,35.8751364456225,-0.351874493913698,0.999961078706949
"Ca","Fill Sand Pre - Preemergent Pre",-58.6666666666667,56.8384476452131,35.875136445623,-1.03216518214687,0.966139119712087
"Ca","Fill Sand Pre - Soil Inversion Pre",-39.6666666666667,56.8384476452131,35.875136445623,-0.69788441292885,0.996536763220151
"Ca","Fill Sand Pre - Control Post",-68.1666666666672,56.8384476452131,35.8751364456231,-1.19930556675589,0.926865600830436
"Ca","Fill Sand Pre - Fill Sand Post",13.3333333333333,48.5828903875686,20,0.274445040773965,0.999991642402698
"Ca","Fill Sand Pre - Preemergent Post",-117.5,56.8384476452131,35.875136445623,-2.06726265174302,0.45404657821103
"Ca","Fill Sand Pre - Soil Inversion Post",-84.1666666666667,56.8384476452131,35.875136445623,-1.48080516188684,0.812266300373784
"Ca","Preemergent Pre - Soil Inversion Pre",19,56.8384476452131,35.875136445623,0.334280769218021,0.999972536498779
