"Property","contrast","estimate","SE","df","t.ratio","p.value"
"Zn","Control Pre - Fill Sand Post",0.516666666666664,0.3686043292526,38.7201339004203,1.40168366365713,0.850945336376268
"Zn","Control Pre - Preemergent Post",-0.36666666666667,0.3686043292526,38.7201339004203,-0.994743245176043,0.972495707340536
"Zn","Control Pre - Soil Inversion Post",-0.11666666666667,0.3686043292526,38.7201339004202,-0.316509214374201,0.99998136149047
"Zn","Fill Sand Pre - Preemergent Pre",0.333333333333334,0.368604329252599,38.7201339004202,0.904312041069125,0.98387442648711
"Zn","Fill Sand Pre - Soil Inversion Pre",-0.183333333333334,0.368604329252599,38.7201339004202,-0.497371622588021,0.999610462879487
"Zn","Fill Sand Pre - Control Post",-0.383333333333332,0.368604329252599,38.7201339004202,-1.03995884722949,0.965006127495444
"Zn","Fill Sand Pre - Fill Sand Post",0.449999999999999,0.357499036334686,20,1.2587446517722,0.903466019225218
"Zn","Fill Sand Pre - Preemergent Post",-0.433333333333334,0.368604329252599,38.7201339004202,-1.17560565338986,0.93407193975719
"Zn","Fill Sand Pre - Soil Inversion Post",-0.183333333333334,0.368604329252599,38.7201339004202,-0.49737162258802,0.999610462879487
"Zn","Preemergent Pre - Soil Inversion Pre",-0.516666666666668,0.368604329252599,38.7201339004202,-1.40168366365715,0.850945336376261
"Zn","Preemergent Pre - Control Post",-0.716666666666665,0.368604329252599,38.7201339004202,-1.94427088829861,0.530583293454473
"Zn","Preemergent Pre - Fill Sand Post",0.116666666666666,0.368604329252599,38.7201339004202,0.31650921437419,0.99998136149047
"Zn","Preemergent Pre - Preemergent Post",-0.766666666666668,0.357499036334686,20,-2.14452792524153,0.422191741557418
"Zn","Preemergent Pre - Soil Inversion Post",-0.516666666666668,0.368604329252599,38.7201339004202,-1.40168366365714,0.850945336376262
"Zn","Soil Inversion Pre - Control Post",-0.199999999999997,0.368604329252599,38.7201339004202,-0.542587224641467,0.999311288024917
"Zn","Soil Inversion Pre - Fill Sand Post",0.633333333333334,0.368604329252599,38.7201339004202,1.71819287803134,0.675814745735481
"Zn","Soil Inversion Pre - Preemergent Post",-0.25,0.368604329252599,38.7201339004202,-0.678234030801842,0.997134744552474
"Zn","Soil Inversion Pre - Soil Inversion Post",4.44089209850063e-16,0.357499036334685,20,1.24221092846335e-15,1
"Zn","Control Post - Fill Sand Post",0.833333333333331,0.368604329252599,38.7201339004202,2.2607801026728,0.340325274086473
"Zn","Control Post - Preemergent Post",-0.0500000000000026,0.368604329252599,38.7201339004201,-0.135646806160376,0.999999946919097
"Zn","Control Post - Soil Inversion Post",0.199999999999998,0.368604329252599,38.7201339004202,0.542587224641468,0.999311288024917
"Zn","Fill Sand Post - Preemergent Post",-0.883333333333334,0.368604329252599,38.7201339004202,-2.39642690883318,0.271671864342499
"Zn","Fill Sand Post - Soil Inversion Post",-0.633333333333333,0.368604329252599,38.7201339004202,-1.71819287803134,0.675814745735481
"Zn","Preemergent Post - Soil Inversion Post",0.25,0.368604329252599,38.7201339004201,0.678234030801844,0.997134744552474
"B","Control Pre - Fill Sand Pre",1.15648237383085e-18,0.0083333333385541,38.9743588766908,1.38777884772759e-16,1
"B","Control Pre - Preemergent Pre",1.22663479328776e-18,0.0083333333385541,38.9743588766908,1.47196175102314e-16,1
"B","Control Pre - Soil Inversion Pre",-4.24918756861231e-18,0.0083333333385541,38.9743588766907,-5.09902507914027e-16,1
"B","Control Pre - Control Post",-1.50231459873716e-18,0.00833333313494467,20.0000000000006,-1.80277756140267e-16,1
"B","Control Pre - Fill Sand Post",8.1065009241156e-19,0.0083333333385541,38.9743588766909,9.72780110284433e-17,1
"B","Control Pre - Preemergent Post",9.50954927897303e-19,0.0083333333385541,38.9743588766909,1.14114591276184e-16,1
"B","Control Pre - Soil Inversion Post",-0.0166666666666667,0.00833333333855411,38.9743588766908,-1.99999999874701,0.49488709398337
"B","Fill Sand Pre - Preemergent Pre",7.01524194569148e-20,0.00833333333855409,38.9743588766905,8.41829032955579e-18,1
"B","Fill Sand Pre - Soil Inversion Pre",-5.40566994244315e-18,0.00833333333855409,38.9743588766905,-6.48680392686786e-16,1
"B","Fill Sand Pre - Control Post",-2.65879697256801e-18,0.0083333333385541,38.974358876691,-3.19055636508275e-16,1
"B","Fill Sand Pre - Fill Sand Post",-3.45832281419288e-19,0.00833333313494464,20,-4.14998747582873e-17,1
"B","Fill Sand Pre - Preemergent Post",-2.05527445933546e-19,0.00833333333855409,38.9743588766906,-2.46632934965741e-17,1
"B","Fill Sand Pre - Soil Inversion Post",-0.0166666666666667,0.00833333333855409,38.9743588766905,-1.99999999874702,0.494887093983368
"B","Preemergent Pre - Soil Inversion Pre",-5.47582236190007e-18,0.00833333333855409,38.9743588766904,-6.57098683016342e-16,1
"B","Preemergent Pre - Control Post",-2.72894939202492e-18,0.0083333333385541,38.9743588766909,-3.27473926837831e-16,1
"B","Preemergent Pre - Fill Sand Post",-4.15984700876203e-19,0.00833333333855409,38.9743588766906,-4.99181640738711e-17,1
"B","Preemergent Pre - Preemergent Post",-2.7567986539046e-19,0.00833333313494464,20,-3.30815846344167e-17,1
"B","Preemergent Pre - Soil Inversion Post",-0.0166666666666667,0.0083333333385541,38.9743588766904,-1.99999999874702,0.494887093983369
"B","Soil Inversion Pre - Control Post",2.74687296987515e-18,0.0083333333385541,38.9743588766909,3.2962475617851e-16,1
"B","Soil Inversion Pre - Fill Sand Post",5.05983766102387e-18,0.00833333333855409,38.9743588766905,6.07180518942471e-16,1
"B","Soil Inversion Pre - Preemergent Post",5.20014249650961e-18,0.00833333333855409,38.9743588766905,6.24017099190212e-16,1
"B","Soil Inversion Pre - Soil Inversion Post",-0.0166666666666667,0.00833333313494464,20,-2.00000004761329,0.505661898165805
"B","Control Post - Fill Sand Post",2.31296469114872e-18,0.0083333333385541,38.974358876691,2.7755576276396e-16,1
"B","Control Post - Preemergent Post",2.45326952663446e-18,0.0083333333385541,38.974358876691,2.94392343011701e-16,1
"B","Control Post - Soil Inversion Post",-0.0166666666666667,0.0083333333385541,38.974358876691,-1.99999999874701,0.49488709398337
"B","Fill Sand Post - Preemergent Post",1.40304835485743e-19,0.00833333333855409,38.9743588766906,1.68365802477412e-17,1
"B","Fill Sand Post - Soil Inversion Post",-0.0166666666666667,0.00833333333855409,38.9743588766906,-1.99999999874702,0.494887093983368
"B","Preemergent Post - Soil Inversion Post",-0.0166666666666667,0.00833333333855409,38.9743588766905,-1.99999999874702,0.494887093983368
